_id,geometry,ogc_fid0,fid,m_id,link_p,sector,dev_pro,pro_note,pro_dev,cap_inv_m,cap_inv,nat_pro,job_creat,sta_oper,pro_dur,land_a,dir_name,nat,eia_rep,eia_l,com_stat,par_com,com_type,reg_add,csr_prog,soc_envi,r_cdc,cdc_date,sub_n,sub_d,location,village,commune,district,pro_loc,data_c,reference,lat,long,note_co
66,0101000020887F0000E92CECCC6D9215413943D647D8753341,66,66,12,https://opendevelopmentcambodia.net/en/profiles/mining-concessions/?feature_id=12,Extractive Industry,Mining,Mineral processing plant development,"Samnang Rea Thbong Thmor Import Export And Development Co., Ltd",14.5,"14,500,000",,,2008,,3600,,Cambodia,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=17,17 December 2007,,Private Limited Company,,,"The budget for monitoring, evaluation and capacity building was estimated to be approximately USD 570,080 per year, which includes: (1) implementation of the Environmental Management Plan, (2) monitoring, evaluation and (3) Capacity building. The annual budget for recoving the environment is estimated to be approximately USD 350,000.",1262,17 Dec 2007,,,"The company has requested land concession with area of 3.600 ha situated in the geography of O'Ta Tut, Thmor Duon Pov and Chum Nab commune in Thmor Bang district, Chik Ler commune in Srae Ambeldistrict, Koh Kong province which located 86km from the provincial town.",,"Thmor Duon Pov, Chum Nab and Chik Ler",Thmor Bang and Sre Ambel,Koh Kong,Secondary data,Samnang_Rea_Thbong_Thmor_Import_Export_Development__23.02.2017.pdf; Mining_License_Agreement_Samnang_Rea_Thbong_Thmor_Co_Ltd__29.11.2005.pdf,11.53385,103.65601,Project location (Google)
67,0101000020887F0000A26026B8C2F61C413A67A25865233641,67,67,,,Agro-industry,ELC,Rubber plantations project,"Tan Bien Kampongthom Aphivath Caoutchouc Co., Ltd",49.4,"49,424,062",Vietnam,,2011,,8100,Lam Thanh Phu,Vietnam,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=16,,,Private Limited Company,"Kraya, Santuk, Kampong Thom, Cambodia",,"The total budget to be used for the implementation of the environmental management plan, social and environmental allowance during the nine years of development is USD 3,081,500.",,,,,"The company has been granted permission by the Royal Government to develop a rubber plantation, covering an area of ​​8,100 hectares, located in Kraya commune, Santuk district, Kampong Thom province.",,Kraya,Santuk,Kampong Thom,Other data,Tan_Bien_Kampongthom_Aphivath_Caoutchouc__28.01.2021.pdf;Draft_EIA_Tan_Bien_Kampongthom_apivath_caoutchouc__00.07.2011.pdf,13.12393688,104.7651454,Commune
68,0101000020887F0000770E6FFA54981241EB890D09B64A3441,68,68,,,Energy,Hydropower dam,Dam and infrustructure project,China Yunnan Corporation For International Techno-Economic Cooperation (CYC),255.0,"255,000,000",China,,2008,30,,,China,IESIA,https://opendevelopmentcambodia.net/km/profiles/environmental-impacts-assessments/?feature_id=18,16 February 2007,,,,,"
The company will allocate USD 6,126,216 to implement environmental protection plans, including liquid waste management, for the construction and the project's operation.",,16 Dec 2007,,,"The area being developed for the hydroelectric dam is located 60km south of the Koh Kong provincial town (22km through waterways and road 38km) and 160km southwest of the Pursat provincial town situated in O'Som commune, Veal Veng district.",,O'Som,Veal Veng,Pursat,Other data,"China_Yunnan_Corporation_for_International_Techno-Economic_Cooperation__08.04.2007.pdf;Draft_EIA_CYC__00.00.2008.pdf
",12.0240107,103.2056923,Project location (Google)
69,0101000020887F0000317334C16EE31C41905D564CDA3B3641,69,69,,,Extractive Industry,ELC,Rubber cultivation development,"Bean Heack Investment Co., Ltd",42.2,"42,200,390",Vietnam,,2010,70,"4,385",Nguyen Duy Linh,Vietnam,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=21,,,Private Limited Company,"Totea, Trea, Stoung, Kampong Thom, 6313, Cambodia",,"The company was going to provide 125,000 USD for social development and 180,000 USD for environmental rehabilitation in six years.",,,,,,,Sakream,"Prasat Balangk, Stoung",Kampong Thom,Other data,BEAN_HEACK_INVESTMENT__28.01.2021.pdf;Draft_EIA_Bean_Heack__00.06.2010.pdf,13.18054104,104.7536763,Commune
70,0101000020887F000066E809B7F13217419F5A73D7AFB63241,70,70,,,Energy,Transmission line & Hydropower dam,Construction of coal-fired power lines and hydropower projects,"Alex Corporation Co., Ltd",119.1,"119,146,000",,,2016,99,,Lao Eav Chong,,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=23,15 January 2007,,Private Limited Company,"Boeung Kak Development Area, Srah Chak, Doun Penh, Phnom Penh, Cambodia",,,,17. Dec. 2007,,,"The 230 kV high voltage power transmission line project from Stung Hav substation to the western substation of Phnom Penh (Stung Hav, Sihanoukville - west of Phnom Penh) must pass through three provinces, including Sihanoukville and Koh Kong. And Kampong Speu.",,,"Kampong Seila, Stung Hav, Prey Nob, Sre Ambel, Kong Pisey, Samrong Tong, Phnom Sruoch","SihanoukVille, Koh Kong, Kampong Speu",Other data,Alex_Corporation__10.04.2017.pdf;Draft_EIA_Alex_Corporation__00.00.2016.pdf,11.09238753,103.9021053,Commune
71,0101000020887F0000B672AFA4849E2341B0ED023614053541,71,71,elc_gdc_74,https://opendevelopmentcambodia.net/en/profiles/economic-land-concessions/?feature_id=elc_gdc_74,Agro-industry,ELC,Rubber plantations development,"Dau Tu Saigon-Binh Phuoc Sbk Co., Ltd",30.0,"30,000,000",Vietnam,,2015,70,5436,David Neilamphlett Gardner,Vietnam,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=28,19 March 2017,,Private Limited Company,"The company has headquarter in Trapeang Sre village, Pi Thnou commune, Snoul district, Kratie province, Kingdom of Cambodia.",,"For the environment, $ 25,000
For community development $ 30,000
Total $ 55,000 ",1437,19 Mar 2017,,," A Loch, Kantuot, Chetr Borei, Kratie, 10104, Cambodia",,Thmey and Kontoot,Chet Borey district,Kratie,Other data,Dau_Tu_Saigon-Binh_Phuoc_SBK__10.04.2017.pdf;Draft_ESIA_Dau_Tu_Saigon_Binh_Phuoc__00.02.2015.pdf,12.45803,106.3147,Project location (Google)
72,0101000020887F00000F4ED51E58021E414A697C4F2A873341,72,72,,,Retail / Commercial Establishments,Real Estate,Phnom Penh habour,"Yuetai City Co., Ltd",16.5,"16,500,000",China,,2015,50,9.25,Liu Peng,China,,,6 December 2017,Chean Chhoeng Thai Group Co Ltd,Private Limited Company,"Phum 5, Boeng Keng Kang Muoy, Chamkar Mon, Phnom Penh, Cambodia",,,29902,,,,"Wat Phnom, Doun Penh, Phnom Penh",,Wat Phnom,Doun Penh,Phnom Penh,Other data,"Yuetai_Group__28.01.2021.pdf;Opencorporate_yuetai_group_co.,Ltd__05.01.2022.pdf",11.5770486,104.9235964,Commune
73,0101000020887F0000E5BB66664990184163CB73E05FC33141,73,73,,,Infrastructure,Port,International port investment project,"Kampot Port Co., Ltd",100.0,"100,000,000",,,,,1449.33,Venh Hour,Cambodia,IESIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=25,,,Private Limited Company,"Kaoh Touch, Kampot, Kampot, Cambodia",,,,,,,,Kilo 12 and Rolous,Prek Touch and Boeung Touk,Teuk Chhou,Kampot,Secondary data,Draft_IESIA_Kamport_Port__10.04.2021.pdf;Opencorporate_Kampot_Port__10.01.2022.pdf,10.5297926,104.1084637,Project location (EIA)
74,0101000020887F0000169ACAF28C2C194122395F2EBCE33141,74,74,,,Infrastructure,Road ,The greater Mekong subregion (gms) tourism infrastructure for inclusive growth project,The Greater Mekong Subregion (GMS),18.8,"18,770,000",Philippines,,,,,,Philippines,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=22,,,,,,,,,,,,,Chum kriel,Teuk Chhou,Kampot,Other data,Greater_Mekong_Subregion_Tourism_Infrastructure__2021.pdf;Draft_IEIA_ADB__27.12.2016.pdf,10.60495465,104.1996644,Commune
75,0101000020887F000073492A74AFAA1B41386C5879E6D53541,75,75,,,Agro-industry,ELC,Rubber development project,"C.R.C.K. 2 Aphivath Caout Chouc Co., Ltd",59.6,"59,636,617",Vietnam,,,80,"7,289",Nguyen Duy Linh,Vietnam,IESIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=19,5 January 2012,,Private Limited Company,"Srae Khsach, Dang Kambet, Sandan, Kampong Thom, Cambodia","The total budget planned for the implementation of the Environmental Management Plan during the nine years phase of the development project is USD 3,086,500 USD. The budget shall be used for: (1) infrastructure construction, (2) management of buffer zones, (3) contribution fund for community development and recover the environment, (4) implement controlling and assessing programs.",,14780,,,,,,Popok,Stoung,Kampong Thom,Other data,Draft_EIA_CRCK__00.00.2010.pdf;Opencorporate_C.R.C.K._2_Aphivath_Caout_Chouc__28.01.2021.pdf,12.94429162,104.569377,Commune
76,0101000020887F000076B5F98F51662341E2310A401FDF3641,76,76,4,https://opendevelopmentcambodia.net/en/profiles/hydropower-dams/?feature_id=4,Energy,Hydropower dam,Lower Sesan 2 dam project,"Vietnam Electricity,The Royal Group,China Huaneng Group",816.2,"816,230,000",Vietnam,,,35,335,Lam Du Son,Vietnam,IESIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=13,25 September 2006,,,,,The company spent the 3 500 000 USD to the impacted farm and land leased surrounding the rock extracting areas. For the environmental fund the company prepare 12 millions USD for 4 years and 5.5 million USD for the rest 40 years after the construction. The company will reforest 2000 hectares and deliver 100 000 fish to the fish sanctuary each year for 10 years. The company will support 4 fishery officer accounted for 14 400 USD per year and the forest conservation officer accounted for 18 000 USD per year.  ,,9 May 2016,,,"The Lower Sesan 2 hydro-electric power project is located on the Sesan river in four communes in the Sesan district. It is approximately 1.5km downstream of the Sesan and Srepok rivers, and about 25km upstream of Stung Treng province.",,"Pluk,Srekor,Talat,Kbal Romeas",Sesan,Stung Treng,Other data,"Lower_Sesan_2_Dam__2021.pdf;Draft_EIA_Lower_Sesan_2__01.10.2008.pdf
",13.555459,106.254022,Project location (Google)
77,0101000020887F00007CA6906C6A5F144167691F9627EE3141,77,77,,,Infrastructure,Real Estate,The moroko project,Koh Pos (Cambodia) Investment Group,440.0,"440,000,000",Russia,,,99,,Adrew Halturin,Russia,EIA,https://opendevelopmentcambodia.net/km/profiles/environmental-impacts-assessments/?feature_id=4,,,,,,,,,,,,Phum 1,Lek Bei,Preah Sihanouk,Preah Sihanouk,Other data,Koh_Pos_Cambodia_Investment_Group__06.10.2006.pdf;Draft_EIA__Koh_Pos__00.07.2011.pdf,10.62642074,103.4805587,Project location (Google)
78,0101000020887F000091F8078E0ADD144107727E1049D43141,78,78,,,Infrastructure,Optical cable,Installation of optical cable underneath the ocean,"Telcotech Co., Ltd",48.0,"48,000,000","Hong Kong, Cambodia",,2016,30,,Kith Meng,Cambodia,EIA,https://opendevelopmentcambodia.net/profiles/environmental-impacts-assessments/?feature_id=7,,,,,,"The company plans to invest $ 300,000 for 10 years to build and conserve marine biodiversity and $ 200,000 for coastal cleanup and infrastructure construction.",,,,,,Otres,Phum Buon,Preah Sihanouk,Preah Sihanouk,Secondary data,Draft_EIA_Telcotech__00.00.2016.pdf;telcotech_company_profile__12.01.2022.pdf,10.56689121,103.554321,Commune
79,0101000020887F0000D9820A4BB6111E419EE18402B7283341,79,79,,,Infrastructure,Airport,New Phnom Penh international airport,Overseas Cambodian Investment Corporation Ltd​ (OCIC),"1,500.0","1,500,000,000","Cambodia, China",,,,"2,600",Lim Nary,Cambodia,,,,,Private Limited Company,"Canadia Tower 315, 28th Floor, 1st Ang Duong Street, corner of Monivong BlvdVoat Phnum, Doun Penh, Phnom Penh",,,,,,,,,,,Kandal and Takeo,Other data,New_PhnomPenh_International_Airport__2021.pdf;OpenCorporates_Oversea_Cambodia_Investment_Corporation__05.01.2022.pdf;New_PhnomPenh_International_Airport_construction_and_property__11.01.2022.pdf,11.3583801,104.9326694,Commune
80,0101000020887F0000AACF03CCC97B1D41724C50D057A63341,80,80,,,Retail / Commercial Establishments,Satellite city,Koh Noreah,Overseas Cambodian Investment Corporation Ltd​ (OCIC),"2,500.0","2,500,000,000",,,,,125,Lim Nary,Cambodia,,,,,Private Limited Company,"Canadia Tower 315, 28th Floor, 1st Ang Duong Street, corner of Monivong BlvdVoat Phnum, Doun Penh, Phnom Penh",,,,,,,,,Koh Norea,"Jbar Ompov, Kean Svay",Phnom Penh,Other data,Koh_Norea_satellite_city_development_project__27.10.2020.pdf;OpenCorporates_Oversea_Cambodia_Investment_Corporation__05.01.2022.pdf,11.6491985,104.84457,Commune
81,0101000020887F000071B3A69FF00D194160D070293E6E3641,81,81,,,Infrastructure,Airport,Siem Reap internaional airport,"Angkor International Airport Investment (Cambodia) Co., Ltd",880.0,"880,000,000",China,,15 March 2020,55,700,Lu Wei,China,,,,,Private Limited Company,"No. 23, Street 122, Mittakpheap, Prampi Makara, Phnom Penh, Cambodia",,,,,,,,, Ta Yek,Sotr Nikum,Siem Reap,Other data,Angkor_International_Airport_Investment__28.01.2021.pdf;Opencorporate_angkor_international_airport_Investment__05.01.2022.pdf,13.29596459,104.1736324,Commune
82,0101000020887F000080FC333913281E412FABCAFFE2783341,82,82,,,Retail / Commercial Establishments,Satellite city,Chroy Changvar city,Overseas Cambodian Investment Corporation Ltd​ (OCIC),20.0,"20,000,000",,,,,,Lim Nary,Cambodia,,,26 August 2014,,Private Limited Company,"Canadia Tower 315, 28th Floor, 1st Ang Duong Street, corner of Monivong BlvdVoat Phnum, Doun Penh, Phnom Penh",,,5884,,,,,,Chraoy Chongvar,Chraoy Chongvar,Phnom Penh,Other data,ChroyChangvar_satellite_city__17.11.2017.pdf;OpenCorporates_Oversea_Cambodia_Investment_Corporation__05.01.2022.pdf,11.5439962,104.9457514,Commune
83,0101000020887F000087C3170943891C4121B22CF3B36A3341,83,83,,,Agro-industry,Food company,Food chain supply,"C.P. Cambodia Co., Ltd",91.0,"91,000,000",Thailand,,,,,Adirek Sripratak,Thailand,,,,,Private Limited Company,,,,,,,,,,Baek Chan,Angk Snuol,Kandal,Other data,CP_Cambodia_CoLtd_International_food_safety_certificate__08.02.2021.pdf,11.511011,104.7023136,Commune
84,0101000020887F00005FD068D68BF11D4125471FB07B7A3341,84,84,,,Retail / Commercial Establishments,Shopping mall,Chip mong retail malls,Chip Mong Group,300.0,"300,000,000",Cambodia,,,,,Heak Pheap ,Cambodia,,,,,Private Limited Company,"No. 137, Mao Tse Toung Blvd, Boeng Keng kang Bei, Chamkar Mon, Phnom Penh","The company sponsors students from local communities every year to ensure they learn science, technology, and engineering. They train students in our plant using teachers from the National Polytechnic Institute of Cambodia for three years. They can work with the company after their study, but they can choose to work elsewhere or stay with education for another year to get their bachelor’s. Besides, the company also provides other CSR activities such as school renovation, donation for public causes, support children in Need, relief during natural disasters, firefighting brigade, environmental-related initiatives, employee community engagement, sweeper truck, the company is also a big part to donate money on the covid19 vaccine.",,,,,,,,Boeng Keng kang Bei,Chamkar Mon,Phnom Penh,Other data,Chip_Mong_Mall_investment__24.07.2021.pdf;Opencorporate_chip_mong_retail_Cambodia__05.01.2022.pdf,11.5476845,104.9137447,Commune
85,0101000020887F0000A03F57A2DA7F144115C16611A7F53141,85,85,,,Infrastructure,Port,Sihanoukville port urgent expansion project,Port Autonome De Sihanoukville,34.8,"34,800,000",Japan,,,,,He Lou Kim Chhun,Cambodia,,,,,,,,,,,,,,,,Sangkat 3,Preah Sihanouk,Other data,Sihanoukville_Port_Urgent_Expansion_Project__2019.pdf;Sihanoukville_Port_CEO_Recognised_By_Japan__2020.pdf,10.6438662,103.4994476,Commune
86,0101000020887F0000A03F57A2DA7F144115C16611A7F53141,86,86,,,Infrastructure,Port,Sihanoukville port urgent rehabilitation project ,Port Autonome De Sihanoukville,33.7,"33,700,000",Japan,,,,,He Lou Kim Chhun,Cambodia,,,,,,,,,,,,,,,,Sangkat 3,Preah Sihanouk,Other data,Sihanoukville_Port_Urgent_Expansion_Project__2019.pdf;Sihanoukville_Port_CEO_Recognised_By_Japan__2020.pdf,10.6438662,103.4994476,Commune
87,0101000020887F0000A03F57A2DA7F144115C16611A7F53141,87,87,,,Infrastructure,Port,Sihanoukville port multipurpose terminal development project,Port Autonome De Sihanoukville,74.2,"74,200,000",Japan,,,,,He Lou Kim Chhun,Cambodia,,,,,,,,,,,,,,,,Sangkat 3,Preah Sihanouk,Other data,Sihanoukville_Port_Urgent_Expansion_Project__2019.pdf;Sihanoukville_Port_CEO_Recognised_By_Japan__2020.pdf,10.6438662,103.4994476,Commune
88,0101000020887F00007AB375BF150F1E419334774BA77A3341,88,88,,,Retail / Commercial Establishments,Shopping mall,Aeon mall 1,"Aeon Mall (Cambodia) Co., Ltd",205.0,"205,000,000",Japan,,2013,,,Tsuboya Masayuki,Japan,,,15 November 2012,,Private Limited Company,"No. 132, Sothearos, Phum 1, Tonle Basak, Chamkar Mon, Phnom Penh, Cambodia","AEON MALL (Cambodia) Co., Ltd. (“AMC”), as corporate citizenship, has firmly committed to socially accountable business practices. One of their four core visions is “To be the icon of Cambodia: loved by the people, contributing to economic development and higher standard of living. AMC will introduce updated worldwide knowledge and trends through their platform. they will give back to the society by promoting education and culture of environmental responsibility through CSR activities”. In line with this vision, they have engaged in various activities to enhance the quality of community life and the environment in Cambodia. The activities that we have involved, including but not limited to the following: 1. Blood Donation. 2. Clean & Green Day. 3. Tree Planting Campaign.","1. AEON Scholarship Since 2006, AEON 1% Club Foundation has helped university and graduate school students in Asia achieve their dreams through providing scholarship. Including 36 Cambodian students, the program has supported a total of 4,393 Asian students, of which 562 are studying in Japan. They are expected to serve as a bridge between Cambodia and Japan. 2. School Construction Support Project The project is to support construction of schools in Asian countries with inadequate educational facilities. Started in 2000, the project has helped construct a total of 393 schools in Cambodia, Nepal, Laos, Vietnam, and Myanmar. In Cambodia, the project assisted in building 149 primary schools in Kampong Thom Province, Prey Veng Province, Kampong Speu Province, Stung Treng Province, and Siem Reap Province providing educational opportunities for more than 200,000 Cambodian children. 3. Teenage Ambassadors The Teenage Ambassadors program is an exchange activity designed to promote mutual understanding among high school students from Japan and those overseas. Through a week-long program in which students make courtesy visits to the host country’s government and embassies, attend classes at local school and experience homestay, the program offers opportunities for students to build friendship as well as cultivating international perspective. So far, 2,052 high school students from 17 countries have participated in the program. The program was held three times in 2000, 2012 and 2015 with overall participation of 120 Cambodian and Japanese students. 4. AEON-UNICEF Safe Water Campaign In regions of Cambodia where there is a shortage of safe water, the children have to sacrifice time they could otherwise spend attending school to fetch water far away for daily use. The campaign was launched in 2010 to build water-supply facilities in villages for the children, and has helped some 130,000 children in Asia secure safe drinking water and educational opportunities. 5. Support for Sihanouk-Aeon Museum AEON 1% Club Foundation donated to build Sihanouk-Aeon Museum, which stands adjacent to the Angkor Wat, for preservation and research of the Pillar of a thousand Buddhas and 274 Buddhist statues that were discovered from the remains of Banteay Kdei temple in Cambodia. On November 2, 2007, a ceremony was held to mark the completion of the museum with the presence of His Majesty King Norodom Sihamoni of Cambodia. 6. Support for Battambang Prosthetic Limb Center From 1998 to 2000, AEON 1% Club supported Battambang Prosthetic Limb Center, a rehabilitation facility that provides prosthetic limbs to victims of landmines in Cambodia’s civil war. 7. Tree Planting Since its establishment in 1990, AEON Environmental Foundation has been engaged in forestation activities in various parts of Asia. In Cambodia, the foundation planted 12,366 trees with local citizens in the environs of Chau Srei Vivol Temple, the ruins of Angkor, in 2002, 2004, 2005, and from 2010 to 2011. In 2015, in addition, the Foundation started a three-year tree planting project in the Phnom Tamao Zoological and Wildlife Rescue Center located in the south of Phnom Penh, having planted 14,000 trees so far. The total number of the trees planted through our forestation effort in Japan and overseas, including those through AEON Hometown Forests project, a tree planting activity conducted at the opening of our retail stores, exceeded 10 million in 2013.",,,,,,,Songkat Tonle Basak,Khan Chamkarmon,Phnom Penh,Secondary data,"Aeon_Mall_Cambodia__28.01.2021.pdf;Opencorporate_AEON_mall_cambodia_co.,Ltd__05.01.2022.pdf",11.5480835,104.9310825,Commune
89,0101000020887F000065A00B8DC5BC1D411E40373F3B913341,89,89,,,Retail / Commercial Establishments,Shopping mall,Aeon mall 2,"Aeon Mall (Cambodia) Co., Ltd.",120.0,"120,000,000",Japan,,2013,,,Tsuboya Masayuki,Japan,,,15 November 2012,,Private Limited Company,"St No. 1003 Village Bayab Commune, Phnom Penh","AEON MALL (Cambodia) Co., Ltd. (“AMC”), as corporate citizenship, has firmly committed to socially accountable business practices. One of their four core visions is “To be the icon of Cambodia: loved by the people, contributing to economic development and higher standard of living. AMC will introduce updated worldwide knowledge and trends through their platform. they will give back to the society by promoting education and culture of environmental responsibility through CSR activities”. In line with this vision, they have engaged in various activities to enhance the quality of community life and the environment in Cambodia. The activities that we have involved, including but not limited to the following: 1. Blood Donation. 2. Clean & Green Day. 3. Tree Planting Campaign.","1. AEON Scholarship Since 2006, AEON 1% Club Foundation has helped university and graduate school students in Asia achieve their dreams through providing scholarship. Including 36 Cambodian students, the program has supported a total of 4,393 Asian students, of which 562 are studying in Japan. They are expected to serve as a bridge between Cambodia and Japan. 2. School Construction Support Project The project is to support construction of schools in Asian countries with inadequate educational facilities. Started in 2000, the project has helped construct a total of 393 schools in Cambodia, Nepal, Laos, Vietnam, and Myanmar. In Cambodia, the project assisted in building 149 primary schools in Kampong Thom Province, Prey Veng Province, Kampong Speu Province, Stung Treng Province, and Siem Reap Province providing educational opportunities for more than 200,000 Cambodian children. 3. Teenage Ambassadors The Teenage Ambassadors program is an exchange activity designed to promote mutual understanding among high school students from Japan and those overseas. Through a week-long program in which students make courtesy visits to the host country’s government and embassies, attend classes at local school and experience homestay, the program offers opportunities for students to build friendship as well as cultivating international perspective. So far, 2,052 high school students from 17 countries have participated in the program. The program was held three times in 2000, 2012 and 2015 with overall participation of 120 Cambodian and Japanese students. 4. AEON-UNICEF Safe Water Campaign In regions of Cambodia where there is a shortage of safe water, the children have to sacrifice time they could otherwise spend attending school to fetch water far away for daily use. The campaign was launched in 2010 to build water-supply facilities in villages for the children, and has helped some 130,000 children in Asia secure safe drinking water and educational opportunities. 5. Support for Sihanouk-Aeon Museum AEON 1% Club Foundation donated to build Sihanouk-Aeon Museum, which stands adjacent to the Angkor Wat, for preservation and research of the Pillar of a thousand Buddhas and 274 Buddhist statues that were discovered from the remains of Banteay Kdei temple in Cambodia. On November 2, 2007, a ceremony was held to mark the completion of the museum with the presence of His Majesty King Norodom Sihamoni of Cambodia. 6. Support for Battambang Prosthetic Limb Center From 1998 to 2000, AEON 1% Club supported Battambang Prosthetic Limb Center, a rehabilitation facility that provides prosthetic limbs to victims of landmines in Cambodia’s civil war. 7. Tree Planting Since its establishment in 1990, AEON Environmental Foundation has been engaged in forestation activities in various parts of Asia. In Cambodia, the foundation planted 12,366 trees with local citizens in the environs of Chau Srei Vivol Temple, the ruins of Angkor, in 2002, 2004, 2005, and from 2010 to 2011. In 2015, in addition, the Foundation started a three-year tree planting project in the Phnom Tamao Zoological and Wildlife Rescue Center located in the south of Phnom Penh, having planted 14,000 trees so far. The total number of the trees planted through our forestation effort in Japan and overseas, including those through AEON Hometown Forests project, a tree planting activity conducted at the opening of our retail stores, exceeded 10 million in 2013.",,,,,,,Sen Sok City,Khan Sen Sok,Phnom Penh,Secondary data,"Aeon_Mall_Cambodia__28.01.2021.pdf;Opencorporate_AEON_mall_cambodia_co.,Ltd__05.01.2022.pdf",11.6003398,104.8827465,Commune
90,0101000020887F00009C7128197AF61D412BC072C9345F3341,90,90,,,Retail / Commercial Establishments,Shopping mall,Aeon mall 3,"Aeon Mall (Cambodia) Co., Ltd.",289.6,"289,600,000",Japan,,2013,,,Tsuboya Masayuki,Japan,,,15 November 2012,,Private Limited Company,"Hun Sen Blvd, Phnom Penh","AEON MALL (Cambodia) Co., Ltd. (“AMC”), as corporate citizenship, has firmly committed to socially accountable business practices. One of their four core visions is “To be the icon of Cambodia: loved by the people, contributing to economic development and higher standard of living. AMC will introduce updated worldwide knowledge and trends through their platform. they will give back to the society by promoting education and culture of environmental responsibility through CSR activities”. In line with this vision, they have engaged in various activities to enhance the quality of community life and the environment in Cambodia. The activities that we have involved, including but not limited to the following: 1. Blood Donation. 2. Clean & Green Day. 3. Tree Planting Campaign.","1. AEON Scholarship Since 2006, AEON 1% Club Foundation has helped university and graduate school students in Asia achieve their dreams through providing scholarship. Including 36 Cambodian students, the program has supported a total of 4,393 Asian students, of which 562 are studying in Japan. They are expected to serve as a bridge between Cambodia and Japan. 2. School Construction Support Project The project is to support construction of schools in Asian countries with inadequate educational facilities. Started in 2000, the project has helped construct a total of 393 schools in Cambodia, Nepal, Laos, Vietnam, and Myanmar. In Cambodia, the project assisted in building 149 primary schools in Kampong Thom Province, Prey Veng Province, Kampong Speu Province, Stung Treng Province, and Siem Reap Province providing educational opportunities for more than 200,000 Cambodian children. 3. Teenage Ambassadors The Teenage Ambassadors program is an exchange activity designed to promote mutual understanding among high school students from Japan and those overseas. Through a week-long program in which students make courtesy visits to the host country’s government and embassies, attend classes at local school and experience homestay, the program offers opportunities for students to build friendship as well as cultivating international perspective. So far, 2,052 high school students from 17 countries have participated in the program. The program was held three times in 2000, 2012 and 2015 with overall participation of 120 Cambodian and Japanese students. 4. AEON-UNICEF Safe Water Campaign In regions of Cambodia where there is a shortage of safe water, the children have to sacrifice time they could otherwise spend attending school to fetch water far away for daily use. The campaign was launched in 2010 to build water-supply facilities in villages for the children, and has helped some 130,000 children in Asia secure safe drinking water and educational opportunities. 5. Support for Sihanouk-Aeon Museum AEON 1% Club Foundation donated to build Sihanouk-Aeon Museum, which stands adjacent to the Angkor Wat, for preservation and research of the Pillar of a thousand Buddhas and 274 Buddhist statues that were discovered from the remains of Banteay Kdei temple in Cambodia. On November 2, 2007, a ceremony was held to mark the completion of the museum with the presence of His Majesty King Norodom Sihamoni of Cambodia. 6. Support for Battambang Prosthetic Limb Center From 1998 to 2000, AEON 1% Club supported Battambang Prosthetic Limb Center, a rehabilitation facility that provides prosthetic limbs to victims of landmines in Cambodia’s civil war. 7. Tree Planting Since its establishment in 1990, AEON Environmental Foundation has been engaged in forestation activities in various parts of Asia. In Cambodia, the foundation planted 12,366 trees with local citizens in the environs of Chau Srei Vivol Temple, the ruins of Angkor, in 2002, 2004, 2005, and from 2010 to 2011. In 2015, in addition, the Foundation started a three-year tree planting project in the Phnom Tamao Zoological and Wildlife Rescue Center located in the south of Phnom Penh, having planted 14,000 trees so far. The total number of the trees planted through our forestation effort in Japan and overseas, including those through AEON Hometown Forests project, a tree planting activity conducted at the opening of our retail stores, exceeded 10 million in 2013.",,,,,,,Chak Angre commune,Meanchey district,Phnom Penh,Secondary data,"Aeon_Mall_Cambodia__28.01.2021.pdf;Opencorporate_AEON_mall_cambodia_co.,Ltd__05.01.2022.pdf",11.4845342,104.9166574,Commune
91,0101000020887F0000D6C43978ECF61D417641C1076C873341,91,91,,,Financial Institutions,Bank,Local bank,Acleda Bank Plc,13.0,"13,000,000",Cambodia,,,,,Chhay Soeun,Cambodia,,,,,Public Limited Company,"Building No. 61, Monivong Blvd, Phum 6, Srah Chak, Doun Penh, Phnom Penh",,,,,,,,,Srah Chork,Daun Penh,Phnom Penh,Other data,Acleda_Bank_Plc__28.01.2021.pdf;Acleda_Firstbanklisting__25.05.2020.pdf;OpenCorporates_ACLEDA_bank_PLC_Cambodia.05.01.2022.pdf,11.5776411,104.9168922,Commune
